NORAD ID,Name 1562857793,Name 1556138397,Name 1554156377,Name 1553966342,Name 1551055211,Satellite,Constellation,Generation,Observations
38775,BEIDOU-15-(C14),BEIDOU-15,BEIDOU-M6,BEIDOU-M6,BEIDOU-M6,BEIDOU-2 M6,BEIDOU,BDS-2,18/09/2012 - 
38953,BEIDOU-16-(C02),BEIDOU-16,BEIDOU-G6,BEIDOU-G6,BEIDOU-G6,BEIDOU-2 G6,BEIDOU,BDS-2,25/10/2012 - 
41434,BEIDOU-IGSO-6-(C13),BEIDOU-IGSO-6,BEIDOU-IGSO-6,BEIDOU-IGSO-6,BEIDOU-IGSO-6,BEIDOU-2 IGSO-6,BEIDOU,BDS-2,29/03/2016 - 
41586,BEIDOU-2-G7-(C03),BEIDOU-2-G7,BEIDOU-G7,BEIDOU-G7,BEIDOU-G7,BEIDOU-2 G7,BEIDOU,BDS-2,12/07/2016 - 
43539,BEIDOU-IGSO-7-(C16),BEIDOU-IGSO-7,BEIDOU-IGSO-7,BEIDOU-IGSO-7,BEIDOU-IGSO-7,BEIDOU-2 IGSO-7,BEIDOU,BDS-2,9/07/2018 - 
44231,BEIDOU-2-G8,,,,,BEIDOU-2 G8,BEIDOU,BDS-2,17/05/2019 - 
40549,BEIDOU-17-(C31),BEIDOU-17,BEIDOU-I1-S,BEIDOU-I1-S,BEIDOU-I1-S,BEIDOU-3S IGSO-1S,BEIDOU,BDS-3,30/03/2015 - (experimental but active)
40748,BEIDOU-18-(C57),BEIDOU-18,BEIDOU-M1-S,BEIDOU-M1-S,BEIDOU-3-M1S,BEIDOU-3S M1S,BEIDOU,BDS-3,25/07/2015 - (experimental but active)
40749,BEIDOU-19-(C58),BEIDOU-19,BEIDOU-M2-S,BEIDOU-M2-S,BEIDOU-3-M2S,BEIDOU-3S M2S,BEIDOU,BDS-3,25/07/2015 - (experimental but active)
40938,BEIDOU-20-(C18),BEIDOU-20,BEIDOU-I2-S,BEIDOU-I2-S,BEIDOU-I2-S,BEIDOU-3S IGSO-2S,BEIDOU,BDS-3,29/09/2015 - (experimental but active)
41315,,BEIDOU-21,BEIDOU-M3-S,BEIDOU-M3-S,BEIDOU-M3-S,BEIDOU-3S M3S,BEIDOU,BDS-3,1/02/2016 - (probably became inactive early in its life)
43001,BEIDOU-3-M1-(C19),BEIDOU-3-M1,BEIDOU-3-M1,BEIDOU-3-M1,BEIDOU-3-M1,BEIDOU-3 M1,BEIDOU,BDS-3,5/11/2017 - 
43002,BEIDOU-3-M2-(C20),BEIDOU-3-M2,BEIDOU-3-M2,BEIDOU-3-M2,BEIDOU-3-M2,BEIDOU-3 M2,BEIDOU,BDS-3,5/11/2017 - 
43107,BEIDOU-3-M3-(C27),BEIDOU-3-M3,BEIDOU-3-M3,BEIDOU-3-M3,BEIDOU-3-M3,BEIDOU-3 M3,BEIDOU,BDS-3,11/01/2018 - 
43108,BEIDOU-3-M4-(C28),BEIDOU-3-M4,BEIDOU-3-M4,BEIDOU-3-M4,BEIDOU-3-M4,BEIDOU-3 M4,BEIDOU,BDS-3,11/01/2018 - 
43207,BEIDOU-3-M5-(C21),BEIDOU-3-M5,BEIDOU-3-M5,BEIDOU-3-M5,BEIDOU-3-M5,BEIDOU-3 M5,BEIDOU,BDS-3,12/02/2018 - 
43208,BEIDOU-3-M6-(C22),BEIDOU-3-M6,BEIDOU-3-M6,BEIDOU-3-M6,BEIDOU-3-M6,BEIDOU-3 M6,BEIDOU,BDS-3,12/02/2018 - 
43245,BEIDOU-3-M7-(C29),BEIDOU-3-M7,BEIDOU-3-M7,BEIDOU-3-M7,BEIDOU-3-M7,BEIDOU-3 M7,BEIDOU,BDS-3,29/03/2018 - 
43246,BEIDOU-3-M8-(C30),BEIDOU-3-M8,BEIDOU-3-M8,BEIDOU-3-M8,BEIDOU-3-M8,BEIDOU-3 M8,BEIDOU,BDS-3,29/03/2018 - 
43581,BEIDOU-3-M9-(C23),BEIDOU-3-M9,BEIDOU-3-M9,BEIDOU-3-M9,BEIDOU-3-M9,BEIDOU-3 M9,BEIDOU,BDS-3,29/07/2018 - 
43582,BEIDOU-3-M10-(C24),BEIDOU-3-M10,BEIDOU-3-M10,BEIDOU-3-M10,BEIDOU-3-M10,BEIDOU-3 M10,BEIDOU,BDS-3,29/07/2018 - 
43602,BEIDOU-3-M11-(C25),BEIDOU-3-M11,BEIDOU-3-M11,BEIDOU-3-M11,BEIDOU-3-M11,BEIDOU-3 M11,BEIDOU,BDS-3,24/08/2018 - 
43603,BEIDOU-3-M12-(C26),BEIDOU-3-M12,BEIDOU-3-M12,BEIDOU-3-M12,BEIDOU-3-M12,BEIDOU-3 M12,BEIDOU,BDS-3,24/08/2018 - 
43622,BEIDOU-3-M13-(C32),BEIDOU-3-M13,BEIDOU-3-M13,BEIDOU-3-M13,BEIDOU-3-M13,BEIDOU-3 M13,BEIDOU,BDS-3,19/09/2018 - 
43623,BEIDOU-3-M14-(C33),BEIDOU-3-M14,BEIDOU-3-M14,BEIDOU-3-M14,BEIDOU-3-M14,BEIDOU-3 M14,BEIDOU,BDS-3,19/09/2018 - 
43647,BEIDOU-3-M15-(C34),BEIDOU-3-M15,BEIDOU-3-M15,BEIDOU-3-M15,BEIDOU-3-M15,BEIDOU-3 M15,BEIDOU,BDS-3,15/10/2018 - 
43648,BEIDOU-3-M16-(C35),BEIDOU-3-M16,BEIDOU-3-M16,BEIDOU-3-M16,BEIDOU-3-M16,BEIDOU-3 M16,BEIDOU,BDS-3,15/10/2018 - 
43706,BEIDOU-3-M17-(C36),BEIDOU-3-M17,BEIDOU-3-M17,BEIDOU-3-M17,BEIDOU-3-M17,BEIDOU-3 M17,BEIDOU,BDS-3,18/11/2018 - 
43707,BEIDOU-3-M18-(C37),BEIDOU-3-M18,BEIDOU-3-M18,BEIDOU-3-M18,BEIDOU-3-M18,BEIDOU-3 M18,BEIDOU,BDS-3,18/11/2018 - 
44204,BEIDOU-3-IGSO-1-(C38),BEIDOU-3-IGSO-1,,,,BEIDOU-3 IGSO-1,BEIDOU,BDS-3,20/04/2019 - 
44337,BEIDOU-3-IGSO-2,,,,,BEIDOU-3 IGSO-2,BEIDOU,BDS-3,24/07/2019 - 
44542,,,,,,BEIDOU-3 M23,BEIDOU,BDS-3,22/09/2019 - 
44543,,,,,,BEIDOU-3 M24,BEIDOU,BDS-3,22/09/2019 - 
44709,,,,,,BEIDOU-3 IGSO-3,BEIDOU,BDS-3,4/11/2019 - 
44793,,,,,,BEIDOU-3 M21,BEIDOU,BDS-3,23/11/2019 - 
44794,,,,,,BEIDOU-3 M22,BEIDOU,BDS-3,23/11/2019 - 
44864,,,,,,BEIDOU-3 M19,BEIDOU,BDS-3,16/12/2019 - 
44865,,,,,,BEIDOU-3 M20,BEIDOU,BDS-3,16/12/2019 - 
58654,,,,,,BEIDOU-3 M28,BEIDOU,BDS-3,26/12/2023 - 
58655,,,,,,BEIDOU-3 M26,BEIDOU,BDS-3,26/12/2023 - 
61186,,,,,,BEIDOU-3 M25,BEIDOU,BDS-3,19/09/2024 - 
61187,,,,,,BEIDOU-3 M27,BEIDOU,BDS-3,19/09/2024 - 
43683,BEIDOU-3-G1-(C59),BEIDOU-3-G1,BEIDOU-3-G1,BEIDOU-3-G1,BEIDOU-3-G1,BEIDOU-3 G1,BEIDOU,BDS-3(GEO),1/11/2018 - 
45344,,,,,,BEIDOU-3 G2,BEIDOU,BDS-3(GEO),9/03/2020 - 
45807,,,,,,BEIDOU-3 G3,BEIDOU,BDS-3(GEO),23/07/2020 - 
56564,,,,,,BEIDOU-3 G4,BEIDOU,BDS-3(GEO),17/05/2023 - 
37158,QZS-1-(MICHIBIKI-1),QZS-1-(MICHIBIKI-1),QZS-1-(MICHIBIKI-1),QZS-1-(MICHIBIKI-1),QZS-1-(MICHIBIKI-1),QZS-1,QZSS,I,11/10/2010 - 15/10/2023 (L1S and L6 were called L1-SAIF and LEX)
42738,QZS-2-(MICHIBIKI-2),QZS-2-(MICHIBIKI-2),QZS-2-(MICHIBIKI-2),QZS-2-(MICHIBIKI-2),QZS-2-(MICHIBIKI-2),QZS-2,QZSS,II,1/06/2017 - 
42917,QZS-3-(MICHIBIKI-3),QZS-3-(MICHIBIKI-3),QZS-3-(MICHIBIKI-3),QZS-3-(MICHIBIKI-3),QZS-3-(MICHIBIKI-3),QZS-3,QZSS,II,19/08/2017 - 
42965,QZS-4-(MICHIBIKI-4),QZS-4-(MICHIBIKI-4),QZS-4-(MICHIBIKI-4),QZS-4-(MICHIBIKI-4),QZS-4-(MICHIBIKI-4),QZS-4,QZSS,II,10/10/2017 - 
49336,,,,,,QZS-1R,QZSS,II,27/10/2021 - 
62876,,,,,,QZS-6,QZSS,II,2/02/2025 - 
39199,IRNSS-1A,IRNSS-1A,IRNSS-1A,IRNSS-1A,IRNSS-1A,IRNSS-1A,IRNSS,IRNSS-1,1/07/2013 - (partial failure in 2017 but kept sending signals)
39635,IRNSS-1B,IRNSS-1B,IRNSS-1B,IRNSS-1B,IRNSS-1B,IRNSS-1B,IRNSS,IRNSS-1,4/04/2014 - 
40269,IRNSS-1C,IRNSS-1C,IRNSS-1C,IRNSS-1C,IRNSS-1C,IRNSS-1C,IRNSS,IRNSS-1,16/10/2014 - (partial failure around 2020s)
40547,IRNSS-1D,IRNSS-1D,IRNSS-1D,IRNSS-1D,IRNSS-1D,IRNSS-1D,IRNSS,IRNSS-1,28/03/2015 - 2025
41241,IRNSS-1E,IRNSS-1E,IRNSS-1E,IRNSS-1E,IRNSS-1E,IRNSS-1E,IRNSS,IRNSS-1,20/01/2016 - (partial failure around 2020s)
41384,IRNSS-1F,IRNSS-1F,IRNSS-1F,IRNSS-1F,IRNSS-1F,IRNSS-1F,IRNSS,IRNSS-1,10/03/2016 - (partial failure in 2026)
41469,IRNSS-1G,IRNSS-1G,IRNSS-1G,IRNSS-1G,IRNSS-1G,IRNSS-1G,IRNSS,IRNSS-1,28/04/2016 - (partial failure around 2020s)
43286,IRNSS-1I,IRNSS-1I,IRNSS-1I,IRNSS-1I,IRNSS-1I,IRNSS-1I,IRNSS,IRNSS-1,12/04/2018 - 
56759,,,,,,NVS-01,IRNSS,NVS,29/05/2023 - 
62850,,,,,,NVS-02,IRNSS,NVS,29/01/2025 - (highly irregular orbit)
24307,,AOR-E-(EGNOS/PRN-120),AOR-E-(EGNOS/PRN-120),AOR-E-(EGNOS/PRN-120),AOR-E-(EGNOS/PRN-120),EGNOS: Inmarsat-3 F2,SBAS,I,2006 - 1/01/2019
28622,,,,,,MSAS: MTSAT-1R,SBAS,I,28/06/2005 - 12/2015
28899,IOR-W-(EGNOS/PRN-126),IOR-W-(EGNOS/PRN-126),IOR-W-(EGNOS/PRN-126),IOR-W-(EGNOS/PRN-126),IOR-W-(EGNOS/PRN-126),EGNOS: Inmarsat-4 F2,SBAS,I,2015 - 
28937,MTSAT-2-(MSAS/PRN-137),MTSAT-2-(MSAS/PRN-137),MTSAT-2-(MSAS/PRN-137),MTSAT-2-(MSAS/PRN-137),MTSAT-2-(MSAS/PRN-137),MSAS: MTSAT-2,SBAS,I,1/07/2010 - 03/2020
33278,,,,,,WAAS: Inmarsat-4 F3,SBAS,I,11/2010 - 9/11/2017
37951,LUCH-5A-(SDCM/PRN-140),LUCH-5A-(SDCM/PRN-140),LUCH-5A-(SDCM/PRN-140),LUCH-5A-(SDCM/PRN-140),LUCH-5A-(SDCM/PRN-140),SDCM: Luch-5A,SBAS,I,11/12/2011 - (unused)
38977,LUCH-5B-(SDCM/PRN-125),LUCH-5B-(SDCM/PRN-125),LUCH-5B-(SDCM/PRN-125),LUCH-5B-(SDCM/PRN-125),LUCH-5B-(SDCM/PRN-125),SDCM: Luch-5B,SBAS,I,3/11/2012 - 
39727,LUCH-5V-(SDCM/PRN-141),LUCH-5V-(SDCM/PRN-141),LUCH-5V-(SDCM/PRN-141),LUCH-5V-(SDCM/PRN-141),LUCH-5V-(SDCM/PRN-141),SDCM: Luch-5V,SBAS,I,28/04/2014 - 
28868,CRE-(WAAS/PRN-138),CRE-(WAAS/PRN-138),CRE-(WAAS/PRN-138),CRE-(WAAS/PRN-138),CRE-(WAAS/PRN-138),WAAS: Anik F1R,SBAS,II,07/2007 - 17/05/2022
28884,CRW-(WAAS/PRN-135),CRW-(WAAS/PRN-135),CRW-(WAAS/PRN-135),CRW-(WAAS/PRN-135),CRW-(WAAS/PRN-135),WAAS: Galaxy 15,SBAS,II,11/2006 - 25/07/2019
37605,GSAT-8-(GAGAN/PRN-127),GSAT-8-(GAGAN/PRN-127),GSAT-8-(GAGAN/PRN-127),GSAT-8-(GAGAN/PRN-127),GSAT-8-(GAGAN/PRN-127),GAGAN: GSAT-8,SBAS,II,2013 - 
38652,SES-5-(EGNOS/PRN-136),SES-5-(EGNOS/PRN-136),SES-5-(EGNOS/PRN-136),SES-5-(EGNOS/PRN-136),SES-5-(EGNOS/PRN-136),EGNOS: SES-5,SBAS,II,2015 - 
38779,GSAT-10-(GAGAN/PRN-128),GSAT-10-(GAGAN/PRN-128),GSAT-10-(GAGAN/PRN-128),GSAT-10-(GAGAN/PRN-128),GSAT-10-(GAGAN/PRN-128),GAGAN: GSAT-10,SBAS,II,2015 - 
39617,ASTRA-5B-(EGNOS/PRN-123),ASTRA-5B-(EGNOS/PRN-123),ASTRA-5B-(EGNOS/PRN-123),ASTRA-5B-(EGNOS/PRN-123),ASTRA-5B-(EGNOS/PRN-123),EGNOS: Astra 5B,SBAS,II,2015 - 5/09/2025
41028,GSAT-15-(GAGAN/PRN-139),GSAT-15-(GAGAN/PRN-139),GSAT-15-(GAGAN/PRN-139),GSAT-15-(GAGAN/PRN-139),GSAT-15-(GAGAN/PRN-139),GAGAN: GSAT-15,SBAS,II,2016 - 
41589,E-117-W-B-(WAAS/PRN-131),E-117-W-B-(WAAS/PRN-131),E-117-W-B-(WAAS/PRN-131),E-117-W-B-(WAAS/PRN-131),E-117-W-B-(WAAS/PRN-131),WAAS: Eutelsat 117W B,SBAS,II,03/2018 - 
42709,,,,,,WAAS: SES-15,SBAS,II,15/07/2019 - 
44624,,,,,,EGNOS: Eutelsat 5 West B,SBAS,II,14/02/2020 - 
46114,,,,,,WAAS: Galaxy 30,SBAS,II,26/04/2022 - 
