CCSDS_OMM_VERS,COMMENT,CREATION_DATE,ORIGINATOR,OBJECT_NAME,OBJECT_ID,CENTER_NAME,REF_FRAME,TIME_SYSTEM,MEAN_ELEMENT_THEORY,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,RCS_SIZE,COUNTRY_CODE,LAUNCH_DATE,SITE,DECAY_DATE,FILE,GP_ID,TLE_LINE0,TLE_LINE1,TLE_LINE2
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-09-06T09:54:27,18 SPCS,STARLINK-35720,2025-294Y,EARTH,TEME,UTC,SGP4,2026-09-05 23:33:39.479616,15.27584072,0.00014573,43.0029,99.7802,264.2822,95.7864,0,U,67052,999,4237,0.00054095105000,0.00014655,0.0000000000000,6861.174,94.266,484.039,482.039,PAYLOAD,LARGE,US,2025-12-11,AFETR,,5356661,346139655,0 STARLINK-35720,1 67052U 25294Y   26248.98170694  .00014655  00000-0  54095-3 0  9995,2 67052  43.0029  99.7802 0001457 264.2822  95.7864 15.27584072 42374
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-09-06T19:02:44,18 SPCS,STARLINK-31902,2024-084N,EARTH,TEME,UTC,SGP4,2026-09-06 07:25:43.200192,15.27573901,0.00004030,43.0025,102.0058,275.6028,84.4777,0,U,59666,999,13199,0.00003121569900,0.00000597,0.0000000000000,6861.204,94.267,483.346,482.793,PAYLOAD,LARGE,US,2024-05-06,AFETR,,5357457,346245874,0 STARLINK-31902,1 59666U 24084N   26249.30952778  .00000597  00000-0  31216-4 0  9992,2 59666  43.0025 102.0058 0000403 275.6028  84.4777 15.27573901131991
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-09-06T19:02:44,18 SPCS,STARLINK-32081,2024-136V,EARTH,TEME,UTC,SGP4,2026-09-06 09:48:49.814496,15.31704875,0.00011962,53.1624,314.8130,87.5287,272.5851,0,U,60348,999,11735,0.00003403850400,0.00000691,0.0000000000000,6848.862,94.013,471.547,469.908,PAYLOAD,LARGE,US,2024-08-02,AFETR,,5357457,346246154,0 STARLINK-32081,1 60348U 24136V   26249.40890989  .00000691  00000-0  34039-4 0  9996,2 60348  53.1624 314.8130 0001196  87.5287 272.5851 15.31704875117356
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-09-06T16:36:28,18 SPCS,STARLINK-3879,2022-049Y,EARTH,TEME,UTC,SGP4,2026-09-06 10:31:58.918368,15.33545573,0.00011050,53.1611,319.6677,88.1675,271.9454,0,U,52473,999,23964,0.00002562100000,0.00000470,0.0000000000000,6843.381,93.900,466.002,464.490,PAYLOAD,LARGE,US,2022-05-06,AFETR,,5357175,346179701,0 STARLINK-3879,1 52473U 22049Y   26249.43887637  .00000470  00000-0  25621-4 0  9998,2 52473  53.1611 319.6677 0001105  88.1675 271.9454 15.33545573239648
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-09-06T19:02:44,18 SPCS,STARLINK-30514,2023-156A,EARTH,TEME,UTC,SGP4,2026-09-06 10:36:05.136768,15.34387218,0.00014525,53.1593,317.1280,62.5632,297.5519,0,U,58028,999,16401,0.00004338441800,0.00001089,0.0000000000000,6840.878,93.849,463.737,461.750,PAYLOAD,LARGE,US,2023-10-09,AFWTR,,5357457,346244714,0 STARLINK-30514,1 58028U 23156A   26249.44172612  .00001089  00000-0  43384-4 0  9994,2 58028  53.1593 317.1280 0001452  62.5632 297.5519 15.34387218164011
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-09-06T16:36:28,18 SPCS,STARLINK-3734,2022-029AA,EARTH,TEME,UTC,SGP4,2026-09-06 10:56:07.287360,15.26524278,0.00011830,53.1668,314.4330,73.3817,286.7312,0,U,52112,999,24854,-0.00001930200000,-0.00000856,0.0000000000000,6864.349,94.332,487.026,485.402,PAYLOAD,LARGE,US,2022-03-19,AFETR,,5357048,346179343,0 STARLINK-3734,1 52112U 22029AA  26249.45563990 -.00000856  00000-0 -19302-4 0  9990,2 52112  53.1668 314.4330 0001183  73.3817 286.7312 15.26524278248546
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-09-06T19:02:44,18 SPCS,STARLINK-32076,2024-136X,EARTH,TEME,UTC,SGP4,2026-09-06 11:16:04.240992,15.31704882,0.00011711,53.1607,314.4802,88.0176,272.0959,0,U,60350,999,11736,0.00001434817100,0.00000080,0.0000000000000,6848.862,94.013,471.529,469.925,PAYLOAD,LARGE,US,2024-08-02,AFETR,,5357457,346246155,0 STARLINK-32076,1 60350U 24136X   26249.46949353  .00000080  00000-0  14348-4 0  9998,2 60350  53.1607 314.4802 0001171  88.0176 272.0959 15.31704882117361
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-09-06T19:02:44,18 SPCS,STARLINK-2039,2021-012AM,EARTH,TEME,UTC,SGP4,2026-09-06 11:22:59.560608,15.34814448,0.00048011,53.1599,303.2617,14.3791,345.7347,0,U,47655,999,30779,0.00070239121000,0.00023750,0.0000000000000,6839.609,93.822,464.757,458.190,PAYLOAD,LARGE,US,2021-02-16,AFETR,,5357457,346238367,0 STARLINK-2039,1 47655U 21012AM  26249.47430047  .00023750  00000-0  70239-3 0  9996,2 47655  53.1599 303.2617 0004801  14.3791 345.7347 15.34814448307792
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-09-06T16:36:28,18 SPCS,STARLINK-3813,2022-049AH,EARTH,TEME,UTC,SGP4,2026-09-06 11:32:32.248320,15.33538791,0.00012130,53.1607,309.2873,80.1695,279.9444,0,U,52482,999,23979,0.00007143100000,0.00001976,0.0000000000000,6843.401,93.900,466.096,464.436,PAYLOAD,LARGE,US,2022-05-06,AFETR,,5357055,346179723,0 STARLINK-3813,1 52482U 22049AH  26249.48092880  .00001976  00000-0  71431-4 0  9993,2 52482  53.1607 309.2873 0001213  80.1695 279.9444 15.33538791239797
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-09-06T16:36:28,18 SPCS,STARLINK-3884,2022-049AY,EARTH,TEME,UTC,SGP4,2026-09-06 11:34:47.635392,15.33553194,0.00010360,53.1587,309.5351,94.0743,266.0377,0,U,52497,999,23979,0.00006763300000,0.00001853,0.0000000000000,6843.358,93.900,465.932,464.514,PAYLOAD,LARGE,US,2022-05-06,AFETR,,5357055,346179751,0 STARLINK-3884,1 52497U 22049AY  26249.48249578  .00001853  00000-0  67633-4 0  9990,2 52497  53.1587 309.5351 0001036  94.0743 266.0377 15.33553194239791
