OBJECT_NAME,OBJECT_ID,NORAD_CAT_ID,OBJECT_TYPE,OPS_STATUS_CODE,OWNER,LAUNCH_DATE,LAUNCH_SITE,DECAY_DATE,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS,DATA_STATUS_CODE,ORBIT_CENTER,ORBIT_TYPE
STARLINK-1008,2019-074B,44714,PAY,P,US,2019-11-11,AFETR,,92.03,53.15,376,373,,,EA,ORB
STARLINK-1012,2019-074F,44718,PAY,P,US,2019-11-11,AFETR,,92.02,53.15,376,371,,,EA,ORB
STARLINK-1017,2019-074L,44723,PAY,P,US,2019-11-11,AFETR,,93.57,53.05,451,447,,,EA,ORB
STARLINK-1020,2019-074N,44725,PAY,P,US,2019-11-11,AFETR,,91.78,53.15,363,361,,,EA,ORB
STARLINK-1036,2019-074AE,44741,PAY,P,US,2019-11-11,AFETR,,90.59,53.04,307,300,,,EA,ORB
STARLINK-1039,2019-074AH,44744,PAY,P,US,2019-11-11,AFETR,,93.81,53.06,462,460,,,EA,ORB
STARLINK-1042,2019-074AL,44747,PAY,P,US,2019-11-11,AFETR,,92.26,53.04,389,381,,,EA,ORB
STARLINK-1043,2019-074AM,44748,PAY,P,US,2019-11-11,AFETR,,91.54,53.05,351,349,,,EA,ORB
STARLINK-1046,2019-074AQ,44751,PAY,P,US,2019-11-11,AFETR,,91.68,53.04,358,355,,,EA,ORB
STARLINK-1047,2019-074AR,44752,PAY,P,US,2019-11-11,AFETR,,93.62,53.07,453,450,,,EA,ORB
STARLINK-1048,2019-074AS,44753,PAY,P,US,2019-11-11,AFETR,,91.21,53.04,338,330,,,EA,ORB
STARLINK-1063,2019-074BH,44768,PAY,P,US,2019-11-11,AFETR,,92.23,53.15,384,383,,,EA,ORB
STARLINK-1067,2019-074BL,44771,PAY,P,US,2019-11-11,AFETR,,88.99,53.03,231,218,,,EA,ORB
STARLINK-1068,2019-074BM,44772,PAY,P,US,2019-11-11,AFETR,,89.69,53.03,262,257,,,EA,ORB
STARLINK-1114,2020-001P,44927,PAY,P,US,2020-01-07,AFETR,,90.99,53.03,326,320,,,EA,ORB
STARLINK-1123,2020-001S,44930,PAY,P,US,2020-01-07,AFETR,,91.64,53.14,356,354,,,EA,ORB
STARLINK-1094,2020-001AD,44941,PAY,P,US,2020-01-07,AFETR,,91.93,53.14,371,367,,,EA,ORB
STARLINK-1122,2020-001AM,44949,PAY,P,US,2020-01-07,AFETR,,91.95,53.15,372,368,,,EA,ORB
STARLINK-1080,2020-001AZ,44961,PAY,P,US,2020-01-07,AFETR,,91.15,53.04,333,330,,,EA,ORB
STARLINK-1090,2020-001BG,44968,PAY,P,US,2020-01-07,AFETR,,92.14,53.14,380,379,,,EA,ORB
STARLINK-1132,2020-006A,45044,PAY,P,US,2020-01-29,AFETR,,91.55,53.15,351,350,,,EA,ORB
STARLINK-1131,2020-006D,45047,PAY,P,US,2020-01-29,AFETR,,91.94,53.15,372,367,,,EA,ORB
STARLINK-1134,2020-006E,45048,PAY,P,US,2020-01-29,AFETR,,91.78,53.02,365,358,,,EA,ORB
STARLINK-1156,2020-006L,45054,PAY,P,US,2020-01-29,AFETR,,93.31,53.15,438,436,,,EA,ORB
STARLINK-1166,2020-006S,45060,PAY,P,US,2020-01-29,AFETR,,91.24,53.04,337,334,,,EA,ORB
STARLINK-1169,2020-006T,45061,PAY,P,US,2020-01-29,AFETR,,93.05,53.15,425,422,,,EA,ORB
STARLINK-1171,2020-006U,45062,PAY,P,US,2020-01-29,AFETR,,90.20,53.03,288,281,,,EA,ORB
STARLINK-1133,2020-006W,45064,PAY,P,US,2020-01-29,AFETR,,93.33,53.15,438,437,,,EA,ORB
STARLINK-1167,2020-006AD,45071,PAY,P,US,2020-01-29,AFETR,,93.16,53.15,431,427,,,EA,ORB
STARLINK-1168,2020-006AE,45072,PAY,P,US,2020-01-29,AFETR,,93.29,53.15,436,435,,,EA,ORB
STARLINK-1172,2020-006AG,45074,PAY,P,US,2020-01-29,AFETR,,93.10,53.15,428,425,,,EA,ORB
STARLINK-1153,2020-006AN,45080,PAY,P,US,2020-01-29,AFETR,,93.13,53.15,430,425,,,EA,ORB
STARLINK-1185,2020-006AV,45087,PAY,P,US,2020-01-29,AFETR,,92.50,53.15,397,397,,,EA,ORB
STARLINK-1183,2020-006AW,45088,PAY,P,US,2020-01-29,AFETR,,93.33,53.15,438,437,,,EA,ORB
STARLINK-1152,2020-006BE,45096,PAY,P,US,2020-01-29,AFETR,,92.29,53.03,388,386,,,EA,ORB
STARLINK-1184,2020-006BG,45098,PAY,P,US,2020-01-29,AFETR,,94.85,53.05,513,509,,,EA,ORB
STARLINK-1193,2020-006BJ,45100,PAY,P,US,2020-01-29,AFETR,,91.16,53.04,334,329,,,EA,ORB
STARLINK-1202,2020-012F,45183,PAY,P,US,2020-02-17,AFETR,,93.34,53.15,439,436,,,EA,ORB
STARLINK-1216,2020-012H,45185,PAY,P,US,2020-02-17,AFETR,,93.20,53.15,433,429,,,EA,ORB
STARLINK-1225,2020-012K,45187,PAY,P,US,2020-02-17,AFETR,,93.34,53.15,439,437,,,EA,ORB
STARLINK-1230,2020-012M,45189,PAY,P,US,2020-02-17,AFETR,,93.32,53.15,439,436,,,EA,ORB
STARLINK-1269,2020-012V,45197,PAY,P,US,2020-02-17,AFETR,,93.34,53.15,440,435,,,EA,ORB
STARLINK-1154,2020-012W,45198,PAY,P,US,2020-02-17,AFETR,,91.60,53.04,354,352,,,EA,ORB
STARLINK-1199,2020-012Z,45201,PAY,P,US,2020-02-17,AFETR,,93.32,53.15,438,436,,,EA,ORB
STARLINK-1209,2020-012AE,45206,PAY,P,US,2020-02-17,AFETR,,90.86,53.03,320,313,,,EA,ORB
STARLINK-1231,2020-012AL,45212,PAY,P,US,2020-02-17,AFETR,,93.88,53.04,467,462,,,EA,ORB
STARLINK-1271,2020-012AR,45217,PAY,P,US,2020-02-17,AFETR,,93.30,53.15,437,435,,,EA,ORB
STARLINK-1191,2020-012AW,45222,PAY,P,US,2020-02-17,AFETR,,92.76,53.15,411,409,,,EA,ORB
STARLINK-1212,2020-012AX,45223,PAY,P,US,2020-02-17,AFETR,,90.95,53.03,324,318,,,EA,ORB
STARLINK-1215,2020-012AZ,45225,PAY,P,US,2020-02-17,AFETR,,93.31,53.15,438,434,,,EA,ORB
STARLINK-1221,2020-012BB,45227,PAY,P,US,2020-02-17,AFETR,,92.86,53.06,416,413,,,EA,ORB
STARLINK-1222,2020-012BC,45228,PAY,P,US,2020-02-17,AFETR,,92.08,53.05,379,374,,,EA,ORB
STARLINK-1226,2020-012BD,45229,PAY,P,US,2020-02-17,AFETR,,92.61,53.15,404,400,,,EA,ORB
STARLINK-1227,2020-012BE,45230,PAY,P,US,2020-02-17,AFETR,,92.60,53.15,404,400,,,EA,ORB
STARLINK-1246,2020-012BK,45235,PAY,P,US,2020-02-17,AFETR,,93.31,53.15,439,434,,,EA,ORB
STARLINK-1270,2020-012BM,45237,PAY,P,US,2020-02-17,AFETR,,91.07,53.04,330,324,,,EA,ORB
STARLINK-1262,2020-019G,45366,PAY,P,US,2020-03-18,AFETR,,93.38,53.15,441,439,,,EA,ORB
STARLINK-1273,2020-019H,45367,PAY,P,US,2020-03-18,AFETR,,91.80,53.04,365,361,,,EA,ORB
STARLINK-1276,2020-019J,45368,PAY,P,US,2020-03-18,AFETR,,94.83,53.07,511,510,,,EA,ORB
STARLINK-1277,2020-019K,45369,PAY,P,US,2020-03-18,AFETR,,91.19,53.04,336,330,,,EA,ORB
STARLINK-1281,2020-019L,45370,PAY,P,US,2020-03-18,AFETR,,93.32,53.16,439,435,,,EA,ORB
STARLINK-1300,2020-019Q,45374,PAY,P,US,2020-03-18,AFETR,,93.25,53.16,435,432,,,EA,ORB
STARLINK-1302,2020-019R,45375,PAY,P,US,2020-03-18,AFETR,,91.23,53.04,339,331,,,EA,ORB
STARLINK-1304,2020-019S,45376,PAY,P,US,2020-03-18,AFETR,,91.50,53.04,351,345,,,EA,ORB
STARLINK-1305,2020-019T,45377,PAY,P,US,2020-03-18,AFETR,,90.44,53.03,300,292,,,EA,ORB
STARLINK-1319,2020-019V,45379,PAY,P,US,2020-03-18,AFETR,,88.97,53.02,228,220,,,EA,ORB
STARLINK-1266,2020-019Z,45383,PAY,P,US,2020-03-18,AFETR,,91.37,53.04,343,341,,,EA,ORB
STARLINK-1267,2020-019AA,45384,PAY,P,US,2020-03-18,AFETR,,90.90,53.04,323,315,,,EA,ORB
STARLINK-1272,2020-019AC,45386,PAY,P,US,2020-03-18,AFETR,,90.28,53.03,293,284,,,EA,ORB
STARLINK-1274,2020-019AD,45387,PAY,P,US,2020-03-18,AFETR,,90.85,53.01,321,311,,,EA,ORB
STARLINK-1283,2020-019AF,45389,PAY,P,US,2020-03-18,AFETR,,90.67,53.03,311,304,,,EA,ORB
STARLINK-1284,2020-019AG,45390,PAY,P,US,2020-03-18,AFETR,,90.89,53.04,322,314,,,EA,ORB
STARLINK-1297,2020-019AM,45395,PAY,P,US,2020-03-18,AFETR,,90.49,53.03,303,293,,,EA,ORB
STARLINK-1307,2020-019AP,45397,PAY,P,US,2020-03-18,AFETR,,92.10,53.05,379,376,,,EA,ORB
STARLINK-1255,2020-019AR,45399,PAY,P,US,2020-03-18,AFETR,,91.36,53.03,345,338,,,EA,ORB
STARLINK-1260,2020-019AW,45404,PAY,P,US,2020-03-18,AFETR,,93.13,53.15,431,425,,,EA,ORB
STARLINK-1263,2020-019AX,45405,PAY,P,US,2020-03-18,AFETR,,93.28,53.15,438,433,,,EA,ORB
STARLINK-1265,2020-019AY,45406,PAY,P,US,2020-03-18,AFETR,,93.02,53.15,425,420,,,EA,ORB
STARLINK-1278,2020-019BA,45408,PAY,P,US,2020-03-18,AFETR,,90.37,53.03,298,287,,,EA,ORB
STARLINK-1296,2020-019BE,45412,PAY,P,US,2020-03-18,AFETR,,93.09,53.15,428,424,,,EA,ORB
STARLINK-1309,2020-019BG,45414,PAY,P,US,2020-03-18,AFETR,,90.64,53.05,310,302,,,EA,ORB
STARLINK-1316,2020-019BH,45415,PAY,P,US,2020-03-18,AFETR,,93.02,53.15,425,419,,,EA,ORB
STARLINK-1286,2020-019BK,45417,PAY,P,US,2020-03-18,AFETR,,91.27,53.04,339,335,,,EA,ORB
STARLINK-1308,2020-019BM,45419,PAY,P,US,2020-03-18,AFETR,,91.36,53.04,346,337,,,EA,ORB
STARLINK-1329,2020-025A,45531,PAY,P,US,2020-04-22,AFETR,,90.37,53.03,296,290,,,EA,ORB
STARLINK-1338,2020-025B,45532,PAY,P,US,2020-04-22,AFETR,,90.79,53.04,317,310,,,EA,ORB
STARLINK-1350,2020-025E,45535,PAY,P,US,2020-04-22,AFETR,,93.32,53.07,439,435,,,EA,ORB
STARLINK-1362,2020-025H,45538,PAY,P,US,2020-04-22,AFETR,,93.17,53.15,431,428,,,EA,ORB
STARLINK-1368,2020-025K,45540,PAY,P,US,2020-04-22,AFETR,,93.13,53.15,430,425,,,EA,ORB
STARLINK-1371,2020-025M,45542,PAY,P,US,2020-04-22,AFETR,,91.12,53.04,333,326,,,EA,ORB
STARLINK-1372,2020-025N,45543,PAY,P,US,2020-04-22,AFETR,,93.11,53.15,429,424,,,EA,ORB
STARLINK-1373,2020-025P,45544,PAY,P,US,2020-04-22,AFETR,,90.96,53.04,326,318,,,EA,ORB
STARLINK-1327,2020-025AA,45555,PAY,P,US,2020-04-22,AFETR,,90.75,53.03,315,307,,,EA,ORB
STARLINK-1356,2020-025AK,45564,PAY,P,US,2020-04-22,AFETR,,91.47,53.04,349,344,,,EA,ORB
STARLINK-1357,2020-025AL,45565,PAY,P,US,2020-04-22,AFETR,,90.95,53.04,326,317,,,EA,ORB
STARLINK-1361,2020-025AN,45567,PAY,P,US,2020-04-22,AFETR,,91.11,53.04,333,325,,,EA,ORB
STARLINK-1376,2020-025AR,45570,PAY,P,US,2020-04-22,AFETR,,93.09,53.15,429,423,,,EA,ORB
STARLINK-1321,2020-025AU,45573,PAY,P,US,2020-04-22,AFETR,,91.06,53.03,331,323,,,EA,ORB
STARLINK-1331,2020-025AZ,45578,PAY,P,US,2020-04-22,AFETR,,91.09,53.04,331,325,,,EA,ORB
STARLINK-1333,2020-025BB,45580,PAY,P,US,2020-04-22,AFETR,,93.26,53.15,437,432,,,EA,ORB
STARLINK-1335,2020-025BC,45581,PAY,P,US,2020-04-22,AFETR,,93.14,53.15,432,425,,,EA,ORB
STARLINK-1337,2020-025BD,45582,PAY,P,US,2020-04-22,AFETR,,90.18,53.03,287,280,,,EA,ORB
STARLINK-1347,2020-025BH,45586,PAY,P,US,2020-04-22,AFETR,,91.03,53.03,329,322,,,EA,ORB
STARLINK-1364,2020-025BL,45589,PAY,P,US,2020-04-22,AFETR,,91.00,53.03,326,321,,,EA,ORB
STARLINK-1365,2020-025BM,45590,PAY,P,US,2020-04-22,AFETR,,91.44,53.04,348,342,,,EA,ORB
STARLINK-1443,2020-035D,45660,PAY,P,US,2020-06-04,AFETR,,93.51,53.13,449,443,,,EA,ORB
STARLINK-1446,2020-035G,45663,PAY,P,US,2020-06-04,AFETR,,92.70,53.02,410,404,,,EA,ORB
STARLINK-1448,2020-035J,45665,PAY,P,US,2020-06-04,AFETR,,90.45,53.03,300,293,,,EA,ORB
STARLINK-1451,2020-035M,45668,PAY,P,US,2020-06-04,AFETR,,94.84,53.05,512,509,,,EA,ORB
STARLINK-1452,2020-035N,45669,PAY,P,US,2020-06-04,AFETR,,91.67,53.02,357,356,,,EA,ORB
STARLINK-1453,2020-035P,45670,PAY,P,US,2020-06-04,AFETR,,89.88,53.03,270,267,,,EA,ORB
STARLINK-1454,2020-035Q,45671,PAY,P,US,2020-06-04,AFETR,,90.59,53.04,307,299,,,EA,ORB
STARLINK-1456,2020-035S,45673,PAY,P,US,2020-06-04,AFETR,,91.09,53.04,332,324,,,EA,ORB
STARLINK-1458,2020-035U,45675,PAY,P,US,2020-06-04,AFETR,,91.36,53.04,344,339,,,EA,ORB
STARLINK-1460,2020-035V,45676,PAY,P,US,2020-06-04,AFETR,,93.28,53.15,437,433,,,EA,ORB
STARLINK-1392,2020-035W,45677,PAY,P,US,2020-06-04,AFETR,,93.08,53.15,426,424,,,EA,ORB
STARLINK-1394,2020-035Y,45679,PAY,P,US,2020-06-04,AFETR,,91.24,53.03,339,332,,,EA,ORB
STARLINK-1402,2020-035AE,45685,PAY,P,US,2020-06-04,AFETR,,91.50,53.04,351,345,,,EA,ORB
STARLINK-1404,2020-035AF,45686,PAY,P,US,2020-06-04,AFETR,,92.60,53.15,405,399,,,EA,ORB
STARLINK-1413,2020-035AJ,45689,PAY,P,US,2020-06-04,AFETR,,93.32,53.15,439,435,,,EA,ORB
STARLINK-1417,2020-035AN,45693,PAY,P,US,2020-06-04,AFETR,,94.67,53.04,505,500,,,EA,ORB
STARLINK-1420,2020-035AQ,45695,PAY,P,US,2020-06-04,AFETR,,90.81,53.04,318,310,,,EA,ORB
STARLINK-1422,2020-035AR,45696,PAY,P,US,2020-06-04,AFETR,,93.18,53.15,434,426,,,EA,ORB
STARLINK-1351,2020-035AS,45697,PAY,P,US,2020-06-04,AFETR,,91.30,53.04,342,334,,,EA,ORB
STARLINK-1400,2020-035AV,45700,PAY,P,US,2020-06-04,AFETR,,90.83,53.04,318,312,,,EA,ORB
STARLINK-1403,2020-035AW,45701,PAY,P,US,2020-06-04,AFETR,,93.38,53.15,442,438,,,EA,ORB
STARLINK-1407,2020-035AY,45703,PAY,P,US,2020-06-04,AFETR,,90.09,53.02,280,277,,,EA,ORB
STARLINK-1423,2020-035BF,45710,PAY,P,US,2020-06-04,AFETR,,90.97,53.04,327,318,,,EA,ORB
STARLINK-1433,2020-035BG,45711,PAY,P,US,2020-06-04,AFETR,,90.34,53.03,294,288,,,EA,ORB
STARLINK-1434,2020-035BH,45712,PAY,P,US,2020-06-04,AFETR,,93.37,53.05,442,436,,,EA,ORB
STARLINK-1465,2020-038B,45731,PAY,P,US,2020-06-13,AFETR,,91.01,53.04,325,323,,,EA,ORB
STARLINK-1471,2020-038F,45735,PAY,P,US,2020-06-13,AFETR,,92.23,53.04,385,382,,,EA,ORB
STARLINK-1480,2020-038M,45741,PAY,P,US,2020-06-13,AFETR,,91.36,53.05,344,338,,,EA,ORB
STARLINK-1500,2020-038Q,45744,PAY,P,US,2020-06-13,AFETR,,93.28,53.04,437,433,,,EA,ORB
STARLINK-1504,2020-038S,45746,PAY,P,US,2020-06-13,AFETR,,91.94,53.02,372,367,,,EA,ORB
STARLINK-1506,2020-038T,45747,PAY,P,US,2020-06-13,AFETR,,94.02,53.08,474,468,,,EA,ORB
STARLINK-1464,2020-038X,45751,PAY,P,US,2020-06-13,AFETR,,91.61,53.04,355,353,,,EA,ORB
STARLINK-1477,2020-038AA,45754,PAY,P,US,2020-06-13,AFETR,,94.51,53.02,497,493,,,EA,ORB
STARLINK-1478,2020-038AB,45755,PAY,P,US,2020-06-13,AFETR,,90.72,53.04,312,307,,,EA,ORB
STARLINK-1493,2020-038AF,45759,PAY,P,US,2020-06-13,AFETR,,91.36,53.04,345,337,,,EA,ORB
STARLINK-1502,2020-038AL,45764,PAY,P,US,2020-06-13,AFETR,,91.40,53.04,345,342,,,EA,ORB
STARLINK-1470,2020-038AU,45772,PAY,P,US,2020-06-13,AFETR,,93.35,53.04,440,437,,,EA,ORB
STARLINK-1482,2020-038AV,45773,PAY,P,US,2020-06-13,AFETR,,93.15,53.15,430,428,,,EA,ORB
STARLINK-1496,2020-038BC,45780,PAY,P,US,2020-06-13,AFETR,,90.88,53.04,320,316,,,EA,ORB
STARLINK-1513,2020-038BJ,45786,PAY,+,US,2020-06-13,AFETR,,93.79,53.16,461,458,,,EA,ORB
STARLINK-1522,2020-055A,46027,PAY,P,US,2020-08-07,AFETR,,94.93,53.06,516,514,,,EA,ORB
STARLINK-1523,2020-055B,46028,PAY,+,US,2020-08-07,AFETR,,93.66,53.16,454,453,,,EA,ORB
STARLINK-1526,2020-055C,46029,PAY,+,US,2020-08-07,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-1555,2020-055F,46032,PAY,+,US,2020-08-07,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-1556,2020-055G,46033,PAY,+,US,2020-08-07,AFETR,,94.01,53.16,471,470,,,EA,ORB
STARLINK-1557,2020-055H,46034,PAY,+,US,2020-08-07,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-1558,2020-055J,46035,PAY,+,US,2020-08-07,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-1560,2020-055K,46036,PAY,+,US,2020-08-07,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-1569,2020-055N,46039,PAY,+,US,2020-08-07,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-1582,2020-055S,46043,PAY,+,US,2020-08-07,AFETR,,94.01,53.16,472,469,,,EA,ORB
STARLINK-1591,2020-055U,46045,PAY,+,US,2020-08-07,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-1524,2020-055W,46047,PAY,+,US,2020-08-07,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-1527,2020-055X,46048,PAY,+,US,2020-08-07,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-1540,2020-055AA,46051,PAY,+,US,2020-08-07,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-1543,2020-055AC,46053,PAY,+,US,2020-08-07,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-1548,2020-055AD,46054,PAY,+,US,2020-08-07,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-1554,2020-055AE,46055,PAY,+,US,2020-08-07,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-1564,2020-055AH,46058,PAY,+,US,2020-08-07,AFETR,,94.01,53.16,471,470,,,EA,ORB
STARLINK-1570,2020-055AJ,46059,PAY,+,US,2020-08-07,AFETR,,94.01,53.16,471,470,,,EA,ORB
STARLINK-1572,2020-055AK,46060,PAY,+,US,2020-08-07,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-1573,2020-055AL,46061,PAY,+,US,2020-08-07,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-1577,2020-055AN,46063,PAY,+,US,2020-08-07,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-1583,2020-055AP,46064,PAY,+,US,2020-08-07,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-1525,2020-055AR,46066,PAY,P,US,2020-08-07,AFETR,,92.18,53.04,389,374,,,EA,ORB
STARLINK-1536,2020-055AV,46070,PAY,+,US,2020-08-07,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-1542,2020-055AY,46073,PAY,+,US,2020-08-07,AFETR,,94.01,53.16,471,470,,,EA,ORB
STARLINK-1549,2020-055AZ,46074,PAY,P,US,2020-08-07,AFETR,,93.55,53.05,451,446,,,EA,ORB
STARLINK-1551,2020-055BA,46075,PAY,+,US,2020-08-07,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-1552,2020-055BB,46076,PAY,+,US,2020-08-07,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-1559,2020-055BC,46077,PAY,P,US,2020-08-07,AFETR,,93.06,53.02,427,422,,,EA,ORB
STARLINK-1566,2020-055BE,46079,PAY,+,US,2020-08-07,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-1568,2020-055BF,46080,PAY,P,US,2020-08-07,AFETR,,92.13,53.05,382,376,,,EA,ORB
STARLINK-1578,2020-055BH,46082,PAY,+,US,2020-08-07,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-1579,2020-055BJ,46083,PAY,+,US,2020-08-07,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-1596,2020-057AA,46141,PAY,P,US,2020-08-18,AFETR,,91.36,53.03,343,340,,,EA,ORB
STARLINK-1608,2020-057AF,46146,PAY,P,US,2020-08-18,AFETR,,93.17,53.15,430,429,,,EA,ORB
STARLINK-1641,2020-057BK,46174,PAY,P,US,2020-08-18,AFETR,,90.85,53.04,318,314,,,EA,ORB
STARLINK-1762,2020-062T,46342,PAY,P,US,2020-09-03,AFETR,,93.03,53.15,426,420,,,EA,ORB
STARLINK-1553,2020-062Z,46348,PAY,P,US,2020-09-03,AFETR,,93.12,53.03,430,425,,,EA,ORB
STARLINK-1661,2020-062AG,46355,PAY,P,US,2020-09-03,AFETR,,93.05,53.15,426,421,,,EA,ORB
STARLINK-1724,2020-062BC,46375,PAY,P,US,2020-09-03,AFETR,,89.44,53.01,253,241,,,EA,ORB
STARLINK-1771,2020-062BM,46384,PAY,P,US,2020-09-03,AFETR,,91.51,53.03,352,346,,,EA,ORB
STARLINK-1672,2020-070F,46537,PAY,P,US,2020-10-06,AFETR,,90.46,53.03,303,291,,,EA,ORB
STARLINK-1664,2020-070X,46553,PAY,P,US,2020-10-06,AFETR,,91.81,53.04,369,358,,,EA,ORB
STARLINK-1730,2020-070AH,46563,PAY,P,US,2020-10-06,AFETR,,91.17,53.02,335,329,,,EA,ORB
STARLINK-1797,2020-073AE,46698,PAY,P,US,2020-10-18,AFETR,,90.29,53.03,295,282,,,EA,ORB
STARLINK-1802,2020-073AJ,46702,PAY,P,US,2020-10-18,AFETR,,93.03,53.15,423,422,,,EA,ORB
STARLINK-1807,2020-073AN,46706,PAY,P,US,2020-10-18,AFETR,,93.61,53.05,452,451,,,EA,ORB
STARLINK-1810,2020-073AR,46709,PAY,P,US,2020-10-18,AFETR,,90.59,53.03,308,299,,,EA,ORB
STARLINK-1821,2020-073BA,46718,PAY,P,US,2020-10-18,AFETR,,91.77,53.04,362,360,,,EA,ORB
STARLINK-1828,2020-073BH,46725,PAY,P,US,2020-10-18,AFETR,,90.48,53.04,303,293,,,EA,ORB
STARLINK-1893,2020-074AZ,46786,PAY,P,US,2020-10-24,AFETR,,89.14,53.03,238,226,,,EA,ORB
STARLINK-1942,2020-074BH,46794,PAY,P,US,2020-10-24,AFETR,,89.24,53.02,242,231,,,EA,ORB
STARLINK-1777,2020-088A,47122,PAY,P,US,2020-11-25,AFETR,,89.88,53.04,270,267,,,EA,ORB
STARLINK-1812,2020-088E,47126,PAY,P,US,2020-11-25,AFETR,,94.36,53.10,490,485,,,EA,ORB
STARLINK-1845,2020-088P,47135,PAY,P,US,2020-11-25,AFETR,,89.24,53.03,243,230,,,EA,ORB
STARLINK-1856,2020-088X,47143,PAY,P,US,2020-11-25,AFETR,,90.24,53.04,290,283,,,EA,ORB
STARLINK-1871,2020-088AM,47157,PAY,P,US,2020-11-25,AFETR,,93.20,53.15,432,430,,,EA,ORB
STARLINK-1888,2020-088BB,47171,PAY,P,US,2020-11-25,AFETR,,89.42,53.03,246,246,,,EA,ORB
STARLINK-1913,2020-088BK,47179,PAY,P,US,2020-11-25,AFETR,,93.33,53.15,439,436,,,EA,ORB
STARLINK-2017,2021-005C,47351,PAY,+,US,2021-01-20,AFETR,,93.88,53.16,466,462,,,EA,ORB
STARLINK-2034,2021-005D,47352,PAY,+,US,2021-01-20,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-2045,2021-005E,47353,PAY,+,US,2021-01-20,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-2046,2021-005F,47354,PAY,+,US,2021-01-20,AFETR,,93.89,53.16,467,463,,,EA,ORB
STARLINK-2047,2021-005G,47355,PAY,+,US,2021-01-20,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-2049,2021-005H,47356,PAY,+,US,2021-01-20,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-2050,2021-005J,47357,PAY,+,US,2021-01-20,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-2055,2021-005K,47358,PAY,+,US,2021-01-20,AFETR,,93.69,53.15,457,453,,,EA,ORB
STARLINK-2071,2021-005N,47361,PAY,+,US,2021-01-20,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-2076,2021-005P,47362,PAY,P,US,2021-01-20,AFETR,,93.28,53.15,436,434,,,EA,ORB
STARLINK-2081,2021-005T,47366,PAY,+,US,2021-01-20,AFETR,,94.01,53.16,472,469,,,EA,ORB
STARLINK-2082,2021-005U,47367,PAY,+,US,2021-01-20,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-2084,2021-005V,47368,PAY,+,US,2021-01-20,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-2088,2021-005Y,47371,PAY,+,US,2021-01-20,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-2092,2021-005AA,47373,PAY,+,US,2021-01-20,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-2094,2021-005AC,47375,PAY,+,US,2021-01-20,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-2096,2021-005AD,47376,PAY,+,US,2021-01-20,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-2097,2021-005AE,47377,PAY,+,US,2021-01-20,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-2098,2021-005AF,47378,PAY,+,US,2021-01-20,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-2099,2021-005AG,47379,PAY,+,US,2021-01-20,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-2101,2021-005AJ,47381,PAY,+,US,2021-01-20,AFETR,,93.88,53.16,465,464,,,EA,ORB
STARLINK-2102,2021-005AK,47382,PAY,+,US,2021-01-20,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-2103,2021-005AL,47383,PAY,P,US,2021-01-20,AFETR,,93.35,53.15,440,437,,,EA,ORB
