OBJECT_NAME,OBJECT_ID,NORAD_CAT_ID,OBJECT_TYPE,OPS_STATUS_CODE,OWNER,LAUNCH_DATE,LAUNCH_SITE,DECAY_DATE,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS,DATA_STATUS_CODE,ORBIT_CENTER,ORBIT_TYPE
STARLINK-3738,2022-029AF,52117,PAY,+,US,2022-03-19,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3743,2022-029AG,52118,PAY,+,US,2022-03-19,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3558,2022-029AH,52119,PAY,+,US,2022-03-19,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3534,2022-029AJ,52120,PAY,+,US,2022-03-19,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3678,2022-029AK,52121,PAY,+,US,2022-03-19,AFETR,,93.79,53.16,461,459,,,EA,ORB
STARLINK-3726,2022-029AL,52122,PAY,+,US,2022-03-19,AFETR,,93.90,53.16,466,465,,,EA,ORB
STARLINK-3725,2022-029AM,52123,PAY,+,US,2022-03-19,AFETR,,93.79,53.16,461,459,,,EA,ORB
STARLINK-3727,2022-029AP,52125,PAY,+,US,2022-03-19,AFETR,,93.90,53.16,466,465,,,EA,ORB
STARLINK-3732,2022-029AQ,52126,PAY,+,US,2022-03-19,AFETR,,93.79,53.16,461,459,,,EA,ORB
STARLINK-3715,2022-029AR,52127,PAY,+,US,2022-03-19,AFETR,,93.79,53.16,461,459,,,EA,ORB
STARLINK-3661,2022-029AT,52129,PAY,+,US,2022-03-19,AFETR,,95.14,53.16,526,524,,,EA,ORB
STARLINK-3711,2022-029AV,52131,PAY,P,US,2022-03-19,AFETR,,94.59,53.22,501,496,,,EA,ORB
STARLINK-3718,2022-029AW,52132,PAY,+,US,2022-03-19,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3707,2022-029AX,52133,PAY,+,US,2022-03-19,AFETR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-3721,2022-029AY,52134,PAY,+,US,2022-03-19,AFETR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-3720,2022-029BA,52136,PAY,+,US,2022-03-19,AFETR,,93.79,53.16,460,459,,,EA,ORB
STARLINK-3733,2022-029BB,52137,PAY,+,US,2022-03-19,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3723,2022-029BC,52138,PAY,+,US,2022-03-19,AFETR,,93.90,53.16,466,464,,,EA,ORB
STARLINK-3730,2022-029BD,52139,PAY,+,US,2022-03-19,AFETR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-3682,2022-029BE,52140,PAY,+,US,2022-03-19,AFETR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-3761,2022-041B,52262,PAY,+,US,2022-04-21,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3786,2022-041C,52263,PAY,+,US,2022-04-21,AFETR,,93.90,53.16,466,464,,,EA,ORB
STARLINK-3795,2022-041D,52264,PAY,+,US,2022-04-21,AFETR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-3740,2022-041E,52265,PAY,+,US,2022-04-21,AFETR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-3739,2022-041F,52266,PAY,+,US,2022-04-21,AFETR,,95.26,53.21,532,530,,,EA,ORB
STARLINK-3748,2022-041G,52267,PAY,+,US,2022-04-21,AFETR,,93.79,53.16,461,459,,,EA,ORB
STARLINK-3746,2022-041H,52268,PAY,+,US,2022-04-21,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3791,2022-041J,52269,PAY,+,US,2022-04-21,AFETR,,93.79,53.16,460,459,,,EA,ORB
STARLINK-3804,2022-041K,52270,PAY,+,US,2022-04-21,AFETR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-3788,2022-041L,52271,PAY,+,US,2022-04-21,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3781,2022-041M,52272,PAY,+,US,2022-04-21,AFETR,,94.01,53.16,471,470,,,EA,ORB
STARLINK-3782,2022-041N,52273,PAY,+,US,2022-04-21,AFETR,,94.01,53.16,471,470,,,EA,ORB
STARLINK-3790,2022-041P,52274,PAY,+,US,2022-04-21,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-3784,2022-041Q,52275,PAY,+,US,2022-04-21,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3778,2022-041R,52276,PAY,+,US,2022-04-21,AFETR,,93.90,53.16,466,464,,,EA,ORB
STARLINK-3780,2022-041T,52278,PAY,+,US,2022-04-21,AFETR,,93.79,53.16,461,459,,,EA,ORB
STARLINK-3764,2022-041V,52280,PAY,+,US,2022-04-21,AFETR,,94.01,53.16,471,470,,,EA,ORB
STARLINK-3779,2022-041W,52281,PAY,+,US,2022-04-21,AFETR,,93.90,53.16,466,464,,,EA,ORB
STARLINK-3783,2022-041X,52282,PAY,+,US,2022-04-21,AFETR,,93.90,53.16,466,464,,,EA,ORB
STARLINK-3789,2022-041Y,52283,PAY,+,US,2022-04-21,AFETR,,93.90,53.16,466,465,,,EA,ORB
STARLINK-3561,2022-041Z,52284,PAY,+,US,2022-04-21,AFETR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-3802,2022-041AB,52286,PAY,+,US,2022-04-21,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3822,2022-041AC,52287,PAY,+,US,2022-04-21,AFETR,,94.01,53.16,471,470,,,EA,ORB
STARLINK-3776,2022-041AD,52288,PAY,+,US,2022-04-21,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3751,2022-041AE,52289,PAY,+,US,2022-04-21,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-3772,2022-041AF,52290,PAY,+,US,2022-04-21,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3753,2022-041AH,52292,PAY,+,US,2022-04-21,AFETR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-3771,2022-041AJ,52293,PAY,+,US,2022-04-21,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3777,2022-041AK,52294,PAY,+,US,2022-04-21,AFETR,,93.90,53.16,466,464,,,EA,ORB
STARLINK-3765,2022-041AL,52295,PAY,+,US,2022-04-21,AFETR,,90.48,53.16,299,298,,,EA,ORB
STARLINK-3766,2022-041AM,52296,PAY,+,US,2022-04-21,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3758,2022-041AN,52297,PAY,+,US,2022-04-21,AFETR,,93.90,53.16,466,464,,,EA,ORB
STARLINK-3760,2022-041AP,52298,PAY,+,US,2022-04-21,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3769,2022-041AR,52300,PAY,+,US,2022-04-21,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3768,2022-041AS,52301,PAY,+,US,2022-04-21,AFETR,,93.90,53.16,466,464,,,EA,ORB
STARLINK-3564,2022-041AT,52302,PAY,+,US,2022-04-21,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-3742,2022-041AU,52303,PAY,+,US,2022-04-21,AFETR,,93.90,53.16,466,464,,,EA,ORB
STARLINK-3744,2022-041AV,52304,PAY,+,US,2022-04-21,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3724,2022-041AW,52305,PAY,+,US,2022-04-21,AFETR,,93.90,53.16,466,464,,,EA,ORB
STARLINK-3747,2022-041AX,52306,PAY,+,US,2022-04-21,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3755,2022-041AY,52307,PAY,+,US,2022-04-21,AFETR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-3756,2022-041BA,52309,PAY,+,US,2022-04-21,AFETR,,94.01,53.16,471,470,,,EA,ORB
STARLINK-3688,2022-041BB,52310,PAY,+,US,2022-04-21,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-3750,2022-041BC,52311,PAY,+,US,2022-04-21,AFETR,,93.90,53.16,466,464,,,EA,ORB
STARLINK-3752,2022-041BD,52312,PAY,+,US,2022-04-21,AFETR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-3749,2022-041BE,52313,PAY,+,US,2022-04-21,AFETR,,93.90,53.16,466,465,,,EA,ORB
STARLINK-3889,2022-045A,52331,PAY,+,US,2022-04-29,AFETR,,94.15,53.16,478,477,,,EA,ORB
STARLINK-3831,2022-045B,52332,PAY,+,US,2022-04-29,AFETR,,94.04,53.16,473,471,,,EA,ORB
STARLINK-3847,2022-045C,52333,PAY,+,US,2022-04-29,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-3880,2022-045D,52334,PAY,+,US,2022-04-29,AFETR,,94.02,53.16,472,470,,,EA,ORB
STARLINK-3814,2022-045E,52335,PAY,+,US,2022-04-29,AFETR,,94.02,53.16,472,470,,,EA,ORB
STARLINK-3823,2022-045F,52336,PAY,+,US,2022-04-29,AFETR,,93.90,53.16,466,464,,,EA,ORB
STARLINK-3797,2022-045G,52337,PAY,+,US,2022-04-29,AFETR,,94.01,53.16,472,469,,,EA,ORB
STARLINK-3792,2022-045J,52339,PAY,+,US,2022-04-29,AFETR,,94.19,53.16,480,478,,,EA,ORB
STARLINK-3818,2022-045K,52340,PAY,+,US,2022-04-29,AFETR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-3843,2022-045L,52341,PAY,+,US,2022-04-29,AFETR,,94.07,53.16,474,472,,,EA,ORB
STARLINK-3850,2022-045M,52342,PAY,+,US,2022-04-29,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3849,2022-045N,52343,PAY,+,US,2022-04-29,AFETR,,94.06,53.16,473,472,,,EA,ORB
STARLINK-3851,2022-045P,52344,PAY,+,US,2022-04-29,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3852,2022-045Q,52345,PAY,+,US,2022-04-29,AFETR,,94.01,53.16,471,470,,,EA,ORB
STARLINK-3812,2022-045R,52346,PAY,+,US,2022-04-29,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-3826,2022-045S,52347,PAY,+,US,2022-04-29,AFETR,,93.90,53.16,466,464,,,EA,ORB
STARLINK-3829,2022-045T,52348,PAY,+,US,2022-04-29,AFETR,,93.79,53.16,461,459,,,EA,ORB
STARLINK-3819,2022-045U,52349,PAY,+,US,2022-04-29,AFETR,,93.79,53.16,461,459,,,EA,ORB
STARLINK-3754,2022-045V,52350,PAY,+,US,2022-04-29,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3838,2022-045X,52352,PAY,+,US,2022-04-29,AFETR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-3807,2022-045Y,52353,PAY,+,US,2022-04-29,AFETR,,93.90,53.16,466,464,,,EA,ORB
STARLINK-3877,2022-045AA,52355,PAY,+,US,2022-04-29,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3801,2022-045AB,52356,PAY,+,US,2022-04-29,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3821,2022-045AC,52357,PAY,+,US,2022-04-29,AFETR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-3837,2022-045AD,52358,PAY,+,US,2022-04-29,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3853,2022-045AE,52359,PAY,+,US,2022-04-29,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-3728,2022-045AG,52361,PAY,+,US,2022-04-29,AFETR,,93.79,53.16,460,459,,,EA,ORB
STARLINK-3848,2022-045AH,52362,PAY,+,US,2022-04-29,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-3830,2022-045AJ,52363,PAY,+,US,2022-04-29,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3820,2022-045AK,52364,PAY,+,US,2022-04-29,AFETR,,93.90,53.16,466,464,,,EA,ORB
STARLINK-3874,2022-045AL,52365,PAY,+,US,2022-04-29,AFETR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-3808,2022-045AM,52366,PAY,+,US,2022-04-29,AFETR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-3817,2022-045AN,52367,PAY,+,US,2022-04-29,AFETR,,93.90,53.16,466,464,,,EA,ORB
STARLINK-3834,2022-045AP,52368,PAY,+,US,2022-04-29,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3841,2022-045AQ,52369,PAY,+,US,2022-04-29,AFETR,,93.79,53.16,460,459,,,EA,ORB
STARLINK-3827,2022-045AR,52370,PAY,+,US,2022-04-29,AFETR,,93.90,53.16,466,464,,,EA,ORB
STARLINK-3798,2022-045AS,52371,PAY,+,US,2022-04-29,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-3796,2022-045AT,52372,PAY,+,US,2022-04-29,AFETR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-3550,2022-045AU,52373,PAY,+,US,2022-04-29,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3762,2022-045AV,52374,PAY,+,US,2022-04-29,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3785,2022-045AW,52375,PAY,+,US,2022-04-29,AFETR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-3805,2022-045AY,52377,PAY,+,US,2022-04-29,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3806,2022-045AZ,52378,PAY,+,US,2022-04-29,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3800,2022-045BA,52379,PAY,+,US,2022-04-29,AFETR,,93.91,53.16,467,465,,,EA,ORB
STARLINK-3793,2022-045BB,52380,PAY,+,US,2022-04-29,AFETR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-3799,2022-045BD,52382,PAY,P,US,2022-04-29,AFETR,,92.70,53.21,408,406,,,EA,ORB
STARLINK-3811,2022-045BE,52383,PAY,+,US,2022-04-29,AFETR,,93.90,53.16,466,465,,,EA,ORB
STARLINK-3909,2022-049B,52452,PAY,+,US,2022-05-06,AFETR,,94.34,53.16,487,486,,,EA,ORB
STARLINK-3872,2022-049C,52453,PAY,+,US,2022-05-06,AFETR,,93.79,53.16,461,459,,,EA,ORB
STARLINK-3888,2022-049D,52454,PAY,+,US,2022-05-06,AFETR,,93.79,53.16,461,459,,,EA,ORB
STARLINK-3890,2022-049E,52455,PAY,+,US,2022-05-06,AFETR,,93.79,53.16,460,459,,,EA,ORB
STARLINK-3896,2022-049F,52456,PAY,+,US,2022-05-06,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-3899,2022-049G,52457,PAY,+,US,2022-05-06,AFETR,,94.02,53.17,472,471,,,EA,ORB
STARLINK-3898,2022-049H,52458,PAY,+,US,2022-05-06,AFETR,,93.90,53.16,466,464,,,EA,ORB
STARLINK-3856,2022-049J,52459,PAY,+,US,2022-05-06,AFETR,,93.90,53.16,466,464,,,EA,ORB
STARLINK-3900,2022-049L,52461,PAY,+,US,2022-05-06,AFETR,,93.90,53.16,466,464,,,EA,ORB
STARLINK-3903,2022-049M,52462,PAY,+,US,2022-05-06,AFETR,,93.79,53.16,461,459,,,EA,ORB
STARLINK-3885,2022-049N,52463,PAY,+,US,2022-05-06,AFETR,,93.79,53.16,461,459,,,EA,ORB
STARLINK-3904,2022-049P,52464,PAY,+,US,2022-05-06,AFETR,,93.79,53.16,461,459,,,EA,ORB
STARLINK-3863,2022-049Q,52465,PAY,+,US,2022-05-06,AFETR,,93.79,53.16,460,459,,,EA,ORB
STARLINK-3873,2022-049S,52467,PAY,+,US,2022-05-06,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3864,2022-049T,52468,PAY,+,US,2022-05-06,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3828,2022-049U,52469,PAY,+,US,2022-05-06,AFETR,,93.90,53.16,466,464,,,EA,ORB
STARLINK-3859,2022-049V,52470,PAY,+,US,2022-05-06,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3862,2022-049W,52471,PAY,+,US,2022-05-06,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-3881,2022-049X,52472,PAY,+,US,2022-05-06,AFETR,,93.90,53.16,466,464,,,EA,ORB
STARLINK-3879,2022-049Y,52473,PAY,+,US,2022-05-06,AFETR,,93.90,53.16,466,464,,,EA,ORB
STARLINK-3882,2022-049AA,52475,PAY,+,US,2022-05-06,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3835,2022-049AB,52476,PAY,+,US,2022-05-06,AFETR,,93.79,53.16,461,459,,,EA,ORB
STARLINK-3860,2022-049AC,52477,PAY,+,US,2022-05-06,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3825,2022-049AD,52478,PAY,+,US,2022-05-06,AFETR,,93.79,53.16,460,459,,,EA,ORB
STARLINK-3878,2022-049AE,52479,PAY,+,US,2022-05-06,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-3839,2022-049AF,52480,PAY,+,US,2022-05-06,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3813,2022-049AH,52482,PAY,+,US,2022-05-06,AFETR,,93.90,53.16,466,464,,,EA,ORB
STARLINK-3875,2022-049AJ,52483,PAY,+,US,2022-05-06,AFETR,,93.79,53.16,461,459,,,EA,ORB
STARLINK-3887,2022-049AK,52484,PAY,+,US,2022-05-06,AFETR,,93.79,53.16,460,460,,,EA,ORB
STARLINK-3913,2022-049AL,52485,PAY,+,US,2022-05-06,AFETR,,93.90,53.16,466,464,,,EA,ORB
STARLINK-3918,2022-049AM,52486,PAY,+,US,2022-05-06,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3902,2022-049AN,52487,PAY,+,US,2022-05-06,AFETR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-3892,2022-049AP,52488,PAY,+,US,2022-05-06,AFETR,,93.90,53.16,466,464,,,EA,ORB
STARLINK-3923,2022-049AQ,52489,PAY,+,US,2022-05-06,AFETR,,93.90,53.16,466,464,,,EA,ORB
STARLINK-3914,2022-049AR,52490,PAY,+,US,2022-05-06,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-3908,2022-049AS,52491,PAY,+,US,2022-05-06,AFETR,,93.89,53.16,466,464,,,EA,ORB
STARLINK-3916,2022-049AT,52492,PAY,+,US,2022-05-06,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3883,2022-049AU,52493,PAY,+,US,2022-05-06,AFETR,,93.79,53.16,461,459,,,EA,ORB
STARLINK-3857,2022-049AV,52494,PAY,+,US,2022-05-06,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3871,2022-049AX,52496,PAY,+,US,2022-05-06,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3884,2022-049AY,52497,PAY,+,US,2022-05-06,AFETR,,93.90,53.16,466,464,,,EA,ORB
STARLINK-3925,2022-049AZ,52498,PAY,+,US,2022-05-06,AFETR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-3866,2022-049BB,52500,PAY,+,US,2022-05-06,AFETR,,95.02,53.16,522,518,,,EA,ORB
STARLINK-3907,2022-049BC,52501,PAY,+,US,2022-05-06,AFETR,,93.90,53.16,466,464,,,EA,ORB
STARLINK-3912,2022-049BD,52502,PAY,+,US,2022-05-06,AFETR,,93.79,53.16,461,458,,,EA,ORB
STARLINK-3861,2022-049BE,52503,PAY,+,US,2022-05-06,AFETR,,93.79,53.16,461,459,,,EA,ORB
STARLINK-3958,2022-051C,52535,PAY,+,US,2022-05-13,AFWTR,,93.90,53.16,466,464,,,EA,ORB
STARLINK-3964,2022-051D,52536,PAY,+,US,2022-05-13,AFWTR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3897,2022-051E,52537,PAY,+,US,2022-05-13,AFWTR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3933,2022-051F,52538,PAY,+,US,2022-05-13,AFWTR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-3757,2022-051G,52539,PAY,+,US,2022-05-13,AFWTR,,93.90,53.16,466,464,,,EA,ORB
STARLINK-3940,2022-051H,52540,PAY,+,US,2022-05-13,AFWTR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-3845,2022-051J,52541,PAY,+,US,2022-05-13,AFWTR,,93.79,53.16,461,459,,,EA,ORB
STARLINK-3937,2022-051K,52542,PAY,+,US,2022-05-13,AFWTR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3926,2022-051L,52543,PAY,+,US,2022-05-13,AFWTR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-3944,2022-051M,52544,PAY,+,US,2022-05-13,AFWTR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-3948,2022-051P,52546,PAY,+,US,2022-05-13,AFWTR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3931,2022-051R,52548,PAY,+,US,2022-05-13,AFWTR,,93.90,53.16,466,464,,,EA,ORB
STARLINK-3935,2022-051S,52549,PAY,+,US,2022-05-13,AFWTR,,93.79,53.16,461,459,,,EA,ORB
STARLINK-3965,2022-051T,52550,PAY,+,US,2022-05-13,AFWTR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-3969,2022-051U,52551,PAY,+,US,2022-05-13,AFWTR,,93.90,53.16,466,465,,,EA,ORB
STARLINK-3966,2022-051V,52552,PAY,+,US,2022-05-13,AFWTR,,94.01,53.16,471,470,,,EA,ORB
STARLINK-3770,2022-051X,52554,PAY,+,US,2022-05-13,AFWTR,,94.01,53.16,471,470,,,EA,ORB
STARLINK-3943,2022-051AA,52557,PAY,+,US,2022-05-13,AFWTR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-3953,2022-051AC,52559,PAY,+,US,2022-05-13,AFWTR,,93.79,53.16,460,459,,,EA,ORB
STARLINK-3956,2022-051AD,52560,PAY,+,US,2022-05-13,AFWTR,,93.79,53.16,461,459,,,EA,ORB
STARLINK-3955,2022-051AE,52561,PAY,+,US,2022-05-13,AFWTR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-3957,2022-051AF,52562,PAY,+,US,2022-05-13,AFWTR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-3942,2022-051AG,52563,PAY,+,US,2022-05-13,AFWTR,,93.79,53.16,460,459,,,EA,ORB
STARLINK-3959,2022-051AH,52564,PAY,+,US,2022-05-13,AFWTR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-3911,2022-051AJ,52565,PAY,+,US,2022-05-13,AFWTR,,93.90,53.16,466,464,,,EA,ORB
STARLINK-3938,2022-051AK,52566,PAY,+,US,2022-05-13,AFWTR,,93.79,53.16,461,459,,,EA,ORB
STARLINK-3929,2022-051AL,52567,PAY,+,US,2022-05-13,AFWTR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3930,2022-051AM,52568,PAY,+,US,2022-05-13,AFWTR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3927,2022-051AN,52569,PAY,+,US,2022-05-13,AFWTR,,94.01,53.16,471,470,,,EA,ORB
STARLINK-3901,2022-051AQ,52574,PAY,+,US,2022-05-13,AFWTR,,92.08,53.16,377,375,,,EA,ORB
STARLINK-3932,2022-051AS,52576,PAY,+,US,2022-05-13,AFWTR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3836,2022-051AT,52577,PAY,+,US,2022-05-13,AFWTR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-3833,2022-051AU,52578,PAY,+,US,2022-05-13,AFWTR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-3893,2022-051AV,52579,PAY,P,US,2022-05-13,AFWTR,,88.93,53.21,224,219,,,EA,ORB
STARLINK-3919,2022-051AW,52580,PAY,+,US,2022-05-13,AFWTR,,94.01,53.16,471,470,,,EA,ORB
STARLINK-3915,2022-051AX,52581,PAY,+,US,2022-05-13,AFWTR,,93.79,53.16,461,459,,,EA,ORB
STARLINK-3895,2022-051AZ,52583,PAY,+,US,2022-05-13,AFWTR,,93.79,53.16,460,459,,,EA,ORB
STARLINK-3922,2022-051BA,52584,PAY,+,US,2022-05-13,AFWTR,,93.79,53.16,461,459,,,EA,ORB
STARLINK-3906,2022-051BB,52585,PAY,+,US,2022-05-13,AFWTR,,95.44,53.16,541,539,,,EA,ORB
STARLINK-3910,2022-051BC,52586,PAY,+,US,2022-05-13,AFWTR,,93.79,53.16,460,459,,,EA,ORB
STARLINK-3867,2022-051BD,52587,PAY,+,US,2022-05-13,AFWTR,,94.01,53.16,471,470,,,EA,ORB
STARLINK-3917,2022-051BE,52588,PAY,+,US,2022-05-13,AFWTR,,93.79,53.16,460,459,,,EA,ORB
STARLINK-4019,2022-052A,52598,PAY,+,US,2022-05-14,AFETR,,93.79,53.16,461,459,,,EA,ORB
STARLINK-4024,2022-052B,52599,PAY,+,US,2022-05-14,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-4026,2022-052C,52600,PAY,+,US,2022-05-14,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-4027,2022-052D,52601,PAY,+,US,2022-05-14,AFETR,,93.79,53.16,461,459,,,EA,ORB
STARLINK-4012,2022-052E,52602,PAY,+,US,2022-05-14,AFETR,,93.79,53.16,461,459,,,EA,ORB
STARLINK-4016,2022-052F,52603,PAY,+,US,2022-05-14,AFETR,,94.01,53.16,471,470,,,EA,ORB
STARLINK-4013,2022-052G,52604,PAY,+,US,2022-05-14,AFETR,,93.79,53.16,461,459,,,EA,ORB
STARLINK-4000,2022-052H,52605,PAY,+,US,2022-05-14,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3928,2022-052J,52606,PAY,+,US,2022-05-14,AFETR,,94.89,53.16,514,512,,,EA,ORB
STARLINK-3947,2022-052K,52607,PAY,+,US,2022-05-14,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-3979,2022-052L,52608,PAY,+,US,2022-05-14,AFETR,,93.78,53.16,460,459,,,EA,ORB
STARLINK-3997,2022-052M,52609,PAY,+,US,2022-05-14,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3998,2022-052N,52610,PAY,+,US,2022-05-14,AFETR,,93.79,53.16,461,459,,,EA,ORB
STARLINK-3980,2022-052P,52611,PAY,+,US,2022-05-14,AFETR,,93.79,53.16,461,459,,,EA,ORB
STARLINK-4002,2022-052Q,52612,PAY,+,US,2022-05-14,AFETR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-3982,2022-052S,52614,PAY,P,US,2022-05-14,AFETR,,92.37,53.21,392,389,,,EA,ORB
STARLINK-4011,2022-052T,52615,PAY,+,US,2022-05-14,AFETR,,93.79,53.16,461,459,,,EA,ORB
STARLINK-3996,2022-052V,52617,PAY,+,US,2022-05-14,AFETR,,95.44,53.16,541,539,,,EA,ORB
STARLINK-3983,2022-052W,52618,PAY,+,US,2022-05-14,AFETR,,93.79,53.16,461,459,,,EA,ORB
STARLINK-3741,2022-052X,52619,PAY,+,US,2022-05-14,AFETR,,93.83,53.16,463,461,,,EA,ORB
STARLINK-3975,2022-052Y,52620,PAY,+,US,2022-05-14,AFETR,,93.90,53.16,466,464,,,EA,ORB
STARLINK-3984,2022-052Z,52621,PAY,+,US,2022-05-14,AFETR,,93.79,53.16,461,459,,,EA,ORB
STARLINK-4008,2022-052AA,52622,PAY,+,US,2022-05-14,AFETR,,93.79,53.16,460,459,,,EA,ORB
STARLINK-3986,2022-052AB,52623,PAY,+,US,2022-05-14,AFETR,,93.79,53.16,460,459,,,EA,ORB
STARLINK-3988,2022-052AD,52625,PAY,+,US,2022-05-14,AFETR,,93.79,53.16,461,459,,,EA,ORB
STARLINK-3990,2022-052AE,52626,PAY,+,US,2022-05-14,AFETR,,93.82,53.16,462,461,,,EA,ORB
