CCSDS_OMM_VERS,COMMENT,CREATION_DATE,ORIGINATOR,OBJECT_NAME,OBJECT_ID,CENTER_NAME,REF_FRAME,TIME_SYSTEM,MEAN_ELEMENT_THEORY,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,RCS_SIZE,COUNTRY_CODE,LAUNCH_DATE,SITE,DECAY_DATE,FILE,GP_ID,TLE_LINE0,TLE_LINE1,TLE_LINE2
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-09-14T09:56:42,18 SPCS,COSMOS 2595 (GLONASS),2025-206B,EARTH,TEME,UTC,SGP4,2026-09-14 04:12:59.260032,2.13100866,0.00125474,64.5775,311.8830,301.7035,79.0131,0,U,65590,999,781,0.00000000000000,-0.00000054,0.0000000000000,25508.115,675.736,19161.986,19097.974,PAYLOAD,LARGE,CIS,2025-09-13,PKMTR,,5369072,348120749,0 COSMOS 2595 (GLONASS),1 65590U 25206B   26257.17568588 -.00000054  00000-0  00000-0 0  9990,2 65590  64.5775 311.8830 0012547 301.7035  79.0131  2.13100866  7817
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-09-14T09:56:42,18 SPCS,GALILEO 19 (2C5),2017-079A,EARTH,TEME,UTC,SGP4,2026-09-14 04:13:15.720960,1.70473923,0.00032773,55.0533,219.0589,282.4398,77.4792,0,U,43055,999,5450,0.00000000000000,0.00000010,0.0000000000000,29600.329,844.704,23231.895,23212.493,PAYLOAD,LARGE,ESA,2017-12-12,FRGUI,,5369072,348106192,0 GALILEO 19 (2C5),1 43055U 17079A   26257.17587640  .00000010  00000-0  00000-0 0  9992,2 43055  55.0533 219.0589 0003277 282.4398  77.4792  1.70473923 54505
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-09-15T02:15:09,18 SPCS,BEIDOU 3M12,2018-067B,EARTH,TEME,UTC,SGP4,2026-09-14 04:18:27.339840,1.86227021,0.00052532,54.1756,177.9874,25.1350,334.9086,0,U,43603,999,5480,0.00000000000000,0.00000009,0.0000000000000,27906.586,773.250,21543.111,21513.791,PAYLOAD,LARGE,PRC,2018-08-24,XSC,,5369795,348237907,0 BEIDOU 3M12,1 43603U 18067B   26257.17948310  .00000009  00000-0  00000-0 0  9992,2 43603  54.1756 177.9874 0005253  25.1350 334.9086  1.86227021 54809
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-09-15T02:15:09,18 SPCS,COSMOS 2500 (GLONASS),2014-032A,EARTH,TEME,UTC,SGP4,2026-09-14 04:43:29.108352,2.13103988,0.00092562,65.1757,310.6472,201.3970,158.6378,0,U,40001,999,9535,0.00000000000000,-0.00000051,0.0000000000000,25507.866,675.726,19153.341,19106.120,PAYLOAD,LARGE,CIS,2014-06-14,PKMTR,,5369795,348234886,0 COSMOS 2500 (GLONASS),1 40001U 14032A   26257.19686468 -.00000051  00000-0  00000-0 0  9992,2 40001  65.1757 310.6472 0009256 201.3970 158.6378  2.13103988 95350
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-09-14T09:56:42,18 SPCS,COSMOS 2475 (GLONASS),2011-064C,EARTH,TEME,UTC,SGP4,2026-09-14 05:32:48.633216,2.13101491,0.00246255,65.3385,69.9704,246.0861,325.1507,0,U,37869,999,11566,0.00000000000000,-0.00000010,0.0000000000000,25508.065,675.734,19192.745,19067.115,PAYLOAD,LARGE,CIS,2011-11-04,TTMTR,,5369072,348103665,0 COSMOS 2475 (GLONASS),1 37869U 11064C   26257.23111844 -.00000010  00000-0  00000-0 0  9993,2 37869  65.3385  69.9704 0024626 246.0861 325.1507  2.13101491115661
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-09-15T18:15:17,18 SPCS,COSMOS 2436 (GLONASS),2007-065C,EARTH,TEME,UTC,SGP4,2026-09-14 06:28:26.819904,2.13099921,0.00174448,64.3277,188.9860,359.0066,172.0145,0,U,32395,999,14562,0.00000000000000,0.00000019,0.0000000000000,25508.190,675.739,19174.554,19085.557,PAYLOAD,LARGE,CIS,2007-12-25,TTMTR,,5370545,348366122,0 COSMOS 2436 (GLONASS),1 32395U 07065C   26257.26975486  .00000019  00000-0  00000-0 0  9999,2 32395  64.3277 188.9860 0017445 359.0066 172.0145  2.13099921145627
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-09-14T17:25:16,18 SPCS,BEIDOU 3M18,2018-093B,EARTH,TEME,UTC,SGP4,2026-09-14 07:25:42.533184,1.86226671,0.00075089,54.1671,179.2666,338.2185,21.7656,0,U,43707,999,5319,0.00000000000000,0.00000009,0.0000000000000,27906.621,773.251,21549.441,21507.531,PAYLOAD,LARGE,PRC,2018-11-18,XSC,,5369143,348142895,0 BEIDOU 3M18,1 43707U 18093B   26257.30952006  .00000009  00000-0  00000-0 0  9998,2 43707  54.1671 179.2666 0007509 338.2185  21.7656  1.86226671 53199
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-09-14T17:25:16,18 SPCS,GALILEO 33 (138),2025-302A,EARTH,TEME,UTC,SGP4,2026-09-14 09:23:20.129280,1.70474317,0.00029272,54.3928,99.5878,140.0889,43.1594,0,U,67160,999,464,0.00000000000000,0.00000001,0.0000000000000,29600.283,844.702,23230.813,23213.484,PAYLOAD,LARGE,ESA,2025-12-17,FRGUI,,5369143,348158023,0 GALILEO 33 (138),1 67160U 25302A   26257.39120520  .00000001  00000-0  00000-0 0  9997,2 67160  54.3928  99.5878 0002927 140.0889  43.1594  1.70474317  4643
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-09-14T17:25:16,18 SPCS,NAVSTAR 86 (USA 585),2026-087A,EARTH,TEME,UTC,SGP4,2026-09-14 09:36:31.112640,2.00577731,0.00215368,54.9549,204.2625,102.5730,75.4972,0,U,68791,999,262,0.00000000000000,0.00000015,0.0000000000000,26559.101,717.926,20238.165,20123.766,PAYLOAD,LARGE,US,2026-04-21,AFETR,,5369143,348159308,0 NAVSTAR 86 (USA 585),1 68791U 26087A   26257.40036010  .00000015  00000-0  00000-0 0  9996,2 68791  54.9549 204.2625 0021537 102.5730  75.4972  2.00577731  2622
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-09-14T17:25:16,18 SPCS,BD-18,2015-037A,EARTH,TEME,UTC,SGP4,2026-09-14 10:58:07.060224,1.86231963,0.00117590,54.7885,298.9657,260.3060,99.6210,0,U,40748,999,7578,0.00000000000000,-0.00000060,0.0000000000000,27906.092,773.229,21560.772,21495.143,PAYLOAD,LARGE,PRC,2015-07-25,XSC,,5369143,348140522,0 BD-18,1 40748U 15037A   26257.45702616 -.00000060  00000-0  00000-0 0  9999,2 40748  54.7885 298.9657 0011759 260.3060  99.6210  1.86231963 75781
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-09-14T17:25:16,18 SPCS,BEIDOU 3M3,2018-003A,EARTH,TEME,UTC,SGP4,2026-09-14 11:39:45.904608,1.86227952,0.00032109,54.2451,299.1939,105.0661,255.0288,0,U,43107,999,5901,0.00000000000000,-0.00000062,0.0000000000000,27906.493,773.246,21537.319,21519.398,PAYLOAD,LARGE,PRC,2018-01-11,XSC,,5369143,348142229,0 BEIDOU 3M3,1 43107U 18003A   26257.48594797 -.00000062  00000-0  00000-0 0  9991,2 43107  54.2451 299.1939 0003211 105.0661 255.0288  1.86227952 59013
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-09-14T17:25:16,18 SPCS,GALILEO-FM2,2011-060B,EARTH,TEME,UTC,SGP4,2026-09-14 12:52:23.592288,1.70476047,0.00024108,56.9587,339.3389,310.6179,58.5881,0,U,37847,999,9265,0.00000000000000,-0.00000103,0.0000000000000,29600.083,844.693,23229.084,23214.812,PAYLOAD,LARGE,ESA,2011-10-21,FRGUI,,5369143,348138684,0 GALILEO-FM2,1 37847U 11060B   26257.53638417 -.00000103  00000-0  00000-0 0  9991,2 37847  56.9587 339.3389 0002411 310.6179  58.5881  1.70476047 92657
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-09-15T01:57:01,18 SPCS,GALILEO-PFM,2011-060A,EARTH,TEME,UTC,SGP4,2026-09-14 14:18:09.152064,1.70475723,0.00001880,56.9580,339.3369,9.1365,350.9158,0,U,37846,999,9264,0.00000000000000,-0.00000103,0.0000000000000,29600.121,844.695,23222.542,23221.429,PAYLOAD,LARGE,ESA,2011-10-21,FRGUI,,5369310,348172406,0 GALILEO-PFM,1 37846U 11060A   26257.59593926 -.00000103  00000-0  00000+0 0  9990,2 37846  56.9580 339.3369 0000188   9.1365 350.9158  1.70475723 92648
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-09-15T01:57:01,18 SPCS,BEIDOU 7,2010-068A,EARTH,TEME,UTC,SGP4,2026-09-14 14:56:24.839808,1.00253744,0.00572790,47.3877,270.7098,216.3042,196.5564,0,U,37256,999,5769,0.00000000000000,-0.00000181,0.0000000000000,42169.790,1436.355,36033.200,35550.111,PAYLOAD,LARGE,PRC,2010-12-17,XSC,,5369303,348172068,0 BEIDOU 7,1 37256U 10068A   26257.62250972 -.00000181  00000-0  00000+0 0  9993,2 37256  47.3877 270.7098 0057279 216.3042 196.5564  1.00253744 57691
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-09-14T17:25:16,18 SPCS,COSMOS 2432 (GLONASS),2007-052B,EARTH,TEME,UTC,SGP4,2026-09-14 15:36:51.936768,2.13103081,0.00086678,65.5369,313.0490,307.4509,78.0103,0,U,32276,999,14699,0.00000000000000,-0.00000055,0.0000000000000,25507.938,675.729,19151.913,19107.693,PAYLOAD,LARGE,CIS,2007-10-26,TTMTR,,5369143,348135489,0 COSMOS 2432 (GLONASS),1 32276U 07052B   26257.65060112 -.00000055  00000-0  00000-0 0  9998,2 32276  65.5369 313.0490 0008668 307.4509  78.0103  2.13103081146999
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-09-15T02:15:09,18 SPCS,GALILEO 23 (2C9),2018-060C,EARTH,TEME,UTC,SGP4,2026-09-14 15:59:23.055648,1.70476371,0.00034196,57.1362,339.3698,271.0327,88.9802,0,U,43566,999,5071,0.00000000000000,-0.00000103,0.0000000000000,29600.046,844.692,23232.033,23211.789,PAYLOAD,LARGE,ESA,2018-07-25,FRGUI,,5369795,348237896,0 GALILEO 23 (2C9),1 43566U 18060C   26257.66623907 -.00000103  00000-0  00000-0 0  9995,2 43566  57.1362 339.3698 0003420 271.0327  88.9802  1.70476371 50716
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-09-15T02:15:09,18 SPCS,BEIDOU 3 IGSO-1,2019-023A,EARTH,TEME,UTC,SGP4,2026-09-14 17:13:09.931584,1.00265917,0.00278407,58.8243,36.7337,223.3595,110.6540,0,U,44204,999,810,0.00000000000000,-0.00000213,0.0000000000000,42166.377,1436.181,35905.636,35670.848,PAYLOAD,LARGE,PRC,2019-04-20,XSC,,5369795,348238034,0 BEIDOU 3 IGSO-1,1 44204U 19023A   26257.71747606 -.00000213  00000-0  00000-0 0  9996,2 44204  58.8243  36.7337 0027841 223.3595 110.6540  1.00265917  8103
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-09-15T18:15:17,18 SPCS,BEIDOU 3 IGSO-2,2019-035A,EARTH,TEME,UTC,SGP4,2026-09-14 17:16:20.631936,1.00272886,0.00384854,55.2502,158.0768,210.8700,3.6174,0,U,44337,999,2656,0.00000000000000,-0.00000136,0.0000000000000,42164.423,1436.081,35948.560,35624.017,PAYLOAD,LARGE,PRC,2019-06-24,XSC,,5370545,348373091,0 BEIDOU 3 IGSO-2,1 44337U 19035A   26257.71968324 -.00000136  00000-0  00000-0 0  9992,2 44337  55.2502 158.0768 0038485 210.8700   3.6174  1.00272886 26567
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-09-15T02:15:09,18 SPCS,GALILEO 27 (223),2021-116A,EARTH,TEME,UTC,SGP4,2026-09-14 17:37:14.367648,1.70476569,0.00038477,57.1243,339.2561,221.0166,135.9307,0,U,49809,999,2970,0.00000000000000,-0.00000103,0.0000000000000,29600.023,844.691,23233.277,23210.499,PAYLOAD,LARGE,ESA,2021-12-05,FRGUI,,5369795,348240743,0 GALILEO 27 (223),1 49809U 21116A   26257.73419407 -.00000103  00000-0  00000-0 0  9993,2 49809  57.1243 339.2561 0003848 221.0166 135.9307  1.70476569 29705
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-09-15T02:15:09,18 SPCS,COSMOS 2477 (GLONASS),2011-064B,EARTH,TEME,UTC,SGP4,2026-09-14 18:54:37.126080,2.13102671,0.00194360,65.3322,69.9292,230.7140,92.9488,0,U,37868,999,11566,0.00000000000000,-0.00000009,0.0000000000000,25507.971,675.731,19179.413,19080.259,PAYLOAD,LARGE,CIS,2011-11-04,TTMTR,,5369795,348233758,0 COSMOS 2477 (GLONASS),1 37868U 11064B   26257.78792970 -.00000009  00000-0  00000-0 0  9995,2 37868  65.3322  69.9292 0019436 230.7140  92.9488  2.13102671115664
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-09-15T18:15:17,18 SPCS,BEIDOU 13,2012-018B,EARTH,TEME,UTC,SGP4,2026-09-14 19:02:03.986016,1.86229604,0.00143654,55.5767,301.0548,272.6933,87.2038,0,U,38251,999,9761,0.00000000000000,-0.00000062,0.0000000000000,27906.328,773.239,21568.282,21488.104,PAYLOAD,LARGE,PRC,2012-04-29,XSC,,5370545,348369868,0 BEIDOU 13,1 38251U 12018B   26257.79310169 -.00000062  00000-0  00000-0 0  9998,2 38251  55.5767 301.0548 0014365 272.6933  87.2038  1.86229604 97617
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-09-15T18:15:17,18 SPCS,BEIDOU 9,2011-038A,EARTH,TEME,UTC,SGP4,2026-09-14 19:04:21.818208,1.00267616,0.01604237,54.6035,164.8765,230.9783,338.2857,0,U,37763,999,5554,0.00000000000000,-0.00000103,0.0000000000000,42165.901,1436.157,36464.206,35111.325,PAYLOAD,LARGE,PRC,2011-07-26,XSC,,5370545,348369243,0 BEIDOU 9,1 37763U 11038A   26257.79469697 -.00000103  00000-0  00000-0 0  9993,2 37763  54.6035 164.8765 0160424 230.9783 338.2857  1.00267616 55541
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-09-15T18:15:17,18 SPCS,BEIDOU 3M16,2018-078B,EARTH,TEME,UTC,SGP4,2026-09-14 19:41:36.477312,1.86227560,0.00026660,54.0018,296.8353,36.5235,323.5510,0,U,43648,999,5384,0.00000000000000,-0.00000057,0.0000000000000,27906.532,773.248,21535.837,21520.957,PAYLOAD,LARGE,PRC,2018-10-15,XSC,,5370545,348372967,0 BEIDOU 3M16,1 43648U 18078B   26257.82056108 -.00000057  00000-0  00000-0 0  9994,2 43648  54.0018 296.8353 0002666  36.5235 323.5510  1.86227560 53841
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-09-15T18:15:17,18 SPCS,BEIDOU IGSO-6,2016-021A,EARTH,TEME,UTC,SGP4,2026-09-14 20:24:38.755584,1.00282269,0.00618159,60.3585,37.1534,228.1873,131.0420,0,U,41434,999,3837,0.00000000000000,-0.00000159,0.0000000000000,42161.793,1435.947,36044.285,35523.031,PAYLOAD,LARGE,PRC,2016-03-29,XSC,,5370545,348371356,0 BEIDOU IGSO-6,1 41434U 16021A   26257.85044856 -.00000159  00000-0  00000-0 0  9994,2 41434  60.3585  37.1534 0061816 228.1873 131.0420  1.00282269 38373
3.0,GENERATED VIA SPACE-TRACK.ORG API,2026-09-15T18:15:17,18 SPCS,COSMOS 2544 (GLONASS),2019-088A,EARTH,TEME,UTC,SGP4,2026-09-15 03:03:14.279904,2.13103009,0.00119916,65.6206,70.7318,245.1188,114.7828,0,U,44850,999,5263,0.00000000000000,-0.00000006,0.0000000000000,25507.944,675.730,19160.397,19099.221,PAYLOAD,LARGE,CIS,2019-12-11,PKMTR,,5370545,348372705,0 COSMOS 2544 (GLONASS),1 44850U 19088A   26258.12724861 -.00000006  00000-0  00000-0 0  9998,2 44850  65.6206  70.7318 0011992 245.1188 114.7828  2.13103009 52631
